car_ID,symboling,CarName,fueltype,aspiration,doornumber,carbody,drivewheel,enginelocation,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,lprice,lenginesize,lcompressionratio,lpeakrpm
102,0,nissan dayz,1,std,four,sedan,fwd,1,100.4,181.7,66.5,55.1,3095,ohcv,six,181,mpfi,3.43,3.27,9,152,5200,17,22,13499,9.510370888,5.198497031,2.197224577,8.556413905
103,0,nissan fuga,1,std,four,wagon,fwd,1,100.4,184.6,66.5,56.1,3296,ohcv,six,181,mpfi,3.43,3.27,9,152,5200,17,22,14399,9.574914039,5.198497031,2.197224577,8.556413905
104,0,nissan otti,1,std,four,sedan,fwd,1,100.4,184.6,66.5,55.1,3060,ohcv,six,181,mpfi,3.43,3.27,9,152,5200,19,25,13499,9.510370888,5.198497031,2.197224577,8.556413905
105,3,nissan teana,1,std,two,hatchback,rwd,1,91.3,170.7,67.9,49.7,3071,ohcv,six,181,mpfi,3.43,3.27,9,160,5200,19,25,17199,9.752606522,5.198497031,2.197224577,8.556413905
106,3,nissan kicks,1,turbo,two,hatchback,rwd,1,91.3,170.7,67.9,49.7,3139,ohcv,six,181,mpfi,3.43,3.27,7.8,200,5200,17,23,19699,9.888323152,5.198497031,2.054123734,8.556413905
107,1,nissan clipper,1,std,two,hatchback,rwd,1,99.2,178.5,67.9,49.7,3139,ohcv,six,181,mpfi,3.43,3.27,9,160,5200,19,25,18399,9.820051594,5.198497031,2.197224577,8.556413905
108,0,peugeot 504,1,std,four,sedan,rwd,1,107.9,186.7,68.4,56.7,3020,l,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,11900,9.384293679,4.787491743,2.128231706,8.517193191
109,0,peugeot 304,0,turbo,four,sedan,rwd,1,107.9,186.7,68.4,56.7,3197,l,four,152,idi,3.7,3.52,21,95,4150,28,33,13200,9.487972109,5.023880521,3.044522438,8.330863613
110,0,peugeot 504 (sw),1,std,four,wagon,rwd,1,114.2,198.9,68.4,58.7,3230,l,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,12440,9.428672366,4.787491743,2.128231706,8.517193191
111,0,peugeot 504,0,turbo,four,wagon,rwd,1,114.2,198.9,68.4,58.7,3430,l,four,152,idi,3.7,3.52,21,95,4150,25,25,13860,9.536762273,5.023880521,3.044522438,8.330863613
112,0,peugeot 504,1,std,four,sedan,rwd,1,107.9,186.7,68.4,56.7,3075,l,four,120,mpfi,3.46,2.19,8.4,95,5000,19,24,15580,9.653743319,4.787491743,2.128231706,8.517193191
113,0,peugeot 604sl,0,turbo,four,sedan,rwd,1,107.9,186.7,68.4,56.7,3252,l,four,152,idi,3.7,3.52,21,95,4150,28,33,16900,9.735068901,5.023880521,3.044522438,8.330863613
114,0,peugeot 504,1,std,four,wagon,rwd,1,114.2,198.9,68.4,56.7,3285,l,four,120,mpfi,3.46,2.19,8.4,95,5000,19,24,16695,9.722864552,4.787491743,2.128231706,8.517193191
115,0,peugeot 505s turbo diesel,0,turbo,four,wagon,rwd,1,114.2,198.9,68.4,58.7,3485,l,four,152,idi,3.7,3.52,21,95,4150,25,25,17075,9.745370684,5.023880521,3.044522438,8.330863613
116,0,peugeot 504,1,std,four,sedan,rwd,1,107.9,186.7,68.4,56.7,3075,l,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,16630,9.718963572,4.787491743,2.128231706,8.517193191
117,0,peugeot 504,0,turbo,four,sedan,rwd,1,107.9,186.7,68.4,56.7,3252,l,four,152,idi,3.7,3.52,21,95,4150,28,33,17950,9.795345394,5.023880521,3.044522438,8.330863613
118,0,peugeot 604sl,1,turbo,four,sedan,rwd,1,108,186.7,68.3,56,3130,l,four,134,mpfi,3.61,3.21,7,142,5600,18,24,18150,9.80642584,4.8978398,1.945910149,8.630521877
119,1,plymouth fury iii,1,std,two,hatchback,fwd,1,93.7,157.3,63.8,50.8,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,37,41,5572,8.625509335,4.49980967,2.240709689,8.612503371
120,1,plymouth cricket,1,turbo,two,hatchback,fwd,1,93.7,157.3,63.8,50.8,2128,ohc,four,98,spdi,3.03,3.39,7.6,102,5500,24,30,7957,8.981807323,4.584967479,2.028148247,8.612503371
121,1,plymouth fury iii,1,std,four,hatchback,fwd,1,93.7,157.3,63.8,50.6,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6229,8.736971085,4.49980967,2.240709689,8.612503371
122,1,plymouth satellite custom (sw),1,std,four,sedan,fwd,1,93.7,167.3,63.8,50.8,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6692,8.808668062,4.49980967,2.240709689,8.612503371
123,1,plymouth fury gran sedan,1,std,four,sedan,fwd,1,93.7,167.3,63.8,50.8,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68,5500,31,38,7609,8.937087036,4.584967479,2.240709689,8.612503371
124,-1,plymouth valiant,1,std,four,wagon,fwd,1,103.3,174.6,64.6,59.8,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,24,30,8921,9.096163327,4.804021045,2.140066163,8.517193191
125,3,plymouth duster,1,turbo,two,hatchback,rwd,1,95.9,173.2,66.3,50.2,2818,ohc,four,156,spdi,3.59,3.86,7,145,5000,19,24,12764,9.454383987,5.049856007,1.945910149,8.517193191
126,3,porsche macan,1,std,two,hatchback,rwd,1,94.5,168.9,68.3,50.2,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143,5500,19,27,22018,9.99961558,5.017279837,2.251291799,8.612503371
127,3,porcshce panamera,1,std,two,hardtop,rwd,0,89.5,168.9,65,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,17,25,32528,10.38985654,5.267858159,2.251291799,8.68270763
128,3,porsche cayenne,1,std,two,hardtop,rwd,0,89.5,168.9,65,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,17,25,34028,10.43493899,5.267858159,2.251291799,8.68270763
129,3,porsche boxter,1,std,two,convertible,rwd,0,89.5,168.9,65,51.6,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,17,25,37028,10.51942966,5.267858159,2.251291799,8.68270763
130,1,porsche cayenne,1,std,two,hatchback,rwd,1,98.4,175.7,72.3,50.5,3366,dohcv,eight,203,mpfi,3.94,3.11,10,288,5750,17,28,31400.5,10.3545791,5.313205979,2.302585093,8.656955134
131,0,renault 12tl,1,std,four,wagon,fwd,1,96.1,181.5,66.5,55.2,2579,ohc,four,132,mpfi,3.46,3.9,8.7,90,5100,23,31,9295,9.1372319,4.882801923,2.163323026,8.536995819
132,2,renault 5 gtl,1,std,two,hatchback,fwd,1,96.1,176.8,66.6,50.5,2460,ohc,four,132,mpfi,3.46,3.9,8.7,90,5100,23,31,9895,9.199784858,4.882801923,2.163323026,8.536995819
133,3,saab 99e,1,std,two,hatchback,fwd,1,99.1,186.6,66.5,56.1,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110,5250,21,28,11850,9.380083147,4.795790546,2.231089091,8.565983356
134,2,saab 99le,1,std,four,sedan,fwd,1,99.1,186.6,66.5,56.1,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250,21,28,12170,9.406729186,4.795790546,2.2300144,8.565983356
135,3,saab 99le,1,std,two,hatchback,fwd,1,99.1,186.6,66.5,56.1,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110,5250,21,28,15040,9.618468598,4.795790546,2.2300144,8.565983356
136,2,saab 99gle,1,std,four,sedan,fwd,1,99.1,186.6,66.5,56.1,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250,21,28,15510,9.649240256,4.795790546,2.2300144,8.565983356
137,3,saab 99gle,1,turbo,two,hatchback,fwd,1,99.1,186.6,66.5,56.1,2808,dohc,four,121,mpfi,3.54,3.07,9,160,5500,19,26,18150,9.80642584,4.795790546,2.197224577,8.612503371
138,2,saab 99e,1,turbo,four,sedan,fwd,1,99.1,186.6,66.5,56.1,2847,dohc,four,121,mpfi,3.54,3.07,9,160,5500,19,26,18620,9.831991551,4.795790546,2.197224577,8.612503371
139,2,subaru,1,std,two,hatchback,fwd,1,93.7,156.9,63.4,53.7,2050,ohcf,four,97,2bbl,3.62,2.36,9,69,4900,31,36,5118,8.540519017,4.574710979,2.197224577,8.496990484
140,2,subaru dl,1,std,two,hatchback,fwd,1,93.7,157.9,63.6,53.7,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400,26,31,7053,8.861208337,4.682131227,2.163323026,8.38935982
141,2,subaru dl,1,std,two,hatchback,4wd,1,93.3,157.3,63.8,55.7,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400,26,31,7603,8.936298185,4.682131227,2.163323026,8.38935982
142,0,subaru,1,std,four,sedan,fwd,1,97.2,172,65.4,52.5,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4800,32,37,7126,8.871505346,4.682131227,2.251291799,8.476371197
143,0,subaru brz,1,std,four,sedan,fwd,1,97.2,172,65.4,52.5,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4400,28,33,7775,8.958668737,4.682131227,2.251291799,8.38935982
144,0,subaru baja,1,std,four,sedan,fwd,1,97.2,172,65.4,52.5,2340,ohcf,four,108,mpfi,3.62,2.64,9,94,5200,26,32,9960,9.206332351,4.682131227,2.197224577,8.556413905
145,0,subaru r1,1,std,four,sedan,4wd,1,97,172,65.4,54.3,2385,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,24,25,9233,9.130539302,4.682131227,2.197224577,8.476371197
146,0,subaru r2,1,turbo,four,sedan,4wd,1,97,172,65.4,54.3,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,24,29,11259,9.328923088,4.682131227,2.041220329,8.476371197
147,0,subaru trezia,1,std,four,wagon,fwd,1,97,173.5,65.4,53,2290,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,28,32,7463,8.917712757,4.682131227,2.197224577,8.476371197
148,0,subaru tribeca,1,std,four,wagon,fwd,1,97,173.5,65.4,53,2455,ohcf,four,108,mpfi,3.62,2.64,9,94,5200,25,31,10198,9.229946902,4.682131227,2.197224577,8.556413905
149,0,subaru dl,1,std,four,wagon,4wd,1,96.9,173.6,65.4,54.9,2420,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,23,29,8013,8.988820502,4.682131227,2.197224577,8.476371197
150,0,subaru dl,1,turbo,four,wagon,4wd,1,96.9,173.6,65.4,54.9,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,23,23,11694,9.366831169,4.682131227,2.041220329,8.476371197
151,1,toyota corona mark ii,1,std,two,hatchback,fwd,1,95.7,158.7,63.6,54.5,1985,ohc,four,92,2bbl,3.05,3.03,9,62,4800,35,39,5348,8.584477938,4.521788577,2.197224577,8.476371197
152,1,toyota corona,1,std,two,hatchback,fwd,1,95.7,158.7,63.6,54.5,2040,ohc,four,92,2bbl,3.05,3.03,9,62,4800,31,38,6338,8.75431854,4.521788577,2.197224577,8.476371197
153,1,toyota corolla 1200,1,std,four,hatchback,fwd,1,95.7,158.7,63.6,54.5,2015,ohc,four,92,2bbl,3.05,3.03,9,62,4800,31,38,6488,8.777709596,4.521788577,2.197224577,8.476371197
154,0,toyota corona hardtop,1,std,four,wagon,fwd,1,95.7,169.7,63.6,59.1,2280,ohc,four,92,2bbl,3.05,3.03,9,62,4800,31,37,6918,8.841881989,4.521788577,2.197224577,8.476371197
155,0,toyota corolla 1600 (sw),1,std,four,wagon,4wd,1,95.7,169.7,63.6,59.1,2290,ohc,four,92,2bbl,3.05,3.03,9,62,4800,27,32,7898,8.974364842,4.521788577,2.197224577,8.476371197
156,0,toyota carina,1,std,four,wagon,4wd,1,95.7,169.7,63.6,59.1,3110,ohc,four,92,2bbl,3.05,3.03,9,62,4800,27,32,8778,9.08000387,4.521788577,2.197224577,8.476371197
157,0,toyota mark ii,1,std,four,sedan,fwd,1,95.7,166.3,64.4,53,2081,ohc,four,98,2bbl,3.19,3.03,9,70,4800,30,37,6938,8.844768828,4.584967479,2.197224577,8.476371197
158,0,toyota corolla 1200,1,std,four,hatchback,fwd,1,95.7,166.3,64.4,52.8,2109,ohc,four,98,2bbl,3.19,3.03,9,70,4800,30,37,7198,8.881558489,4.584967479,2.197224577,8.476371197
159,0,toyota corona,0,std,four,sedan,fwd,1,95.7,166.3,64.4,53,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,34,36,7898,8.974364842,4.700480366,3.113515309,8.411832676
160,0,toyota corolla,0,std,four,hatchback,fwd,1,95.7,166.3,64.4,52.8,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,38,47,7788,8.960339366,4.700480366,3.113515309,8.411832676
161,0,toyota corona,1,std,four,sedan,fwd,1,95.7,166.3,64.4,53,2094,ohc,four,98,2bbl,3.19,3.03,9,70,4800,38,47,7738,8.953898535,4.584967479,2.197224577,8.476371197
162,0,toyota corolla,1,std,four,hatchback,fwd,1,95.7,166.3,64.4,52.8,2122,ohc,four,98,2bbl,3.19,3.03,9,70,4800,28,34,8358,9.030974443,4.584967479,2.197224577,8.476371197
163,0,toyota mark ii,1,std,four,sedan,fwd,1,95.7,166.3,64.4,52.8,2140,ohc,four,98,2bbl,3.19,3.03,9,70,4800,28,34,9258,9.133243322,4.584967479,2.197224577,8.476371197
164,1,toyota corolla liftback,1,std,two,sedan,rwd,1,94.5,168.7,64,52.6,2169,ohc,four,98,2bbl,3.19,3.03,9,70,4800,29,34,8058,8.994420666,4.584967479,2.197224577,8.476371197
165,1,toyota corona,1,std,two,hatchback,rwd,1,94.5,168.7,64,52.6,2204,ohc,four,98,2bbl,3.19,3.03,9,70,4800,29,34,8238,9.016512875,4.584967479,2.197224577,8.476371197
166,1,toyota celica gt liftback,1,std,two,sedan,rwd,1,94.5,168.7,64,52.6,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9298,9.137554602,4.584967479,2.240709689,8.794824928
167,1,toyota corolla tercel,1,std,two,hatchback,rwd,1,94.5,168.7,64,52.6,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9538,9.163039099,4.584967479,2.240709689,8.794824928
168,2,toyota corona liftback,1,std,two,hardtop,rwd,1,98.4,176.2,65.6,52,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,8449,9.04180337,4.983606622,2.2300144,8.476371197
169,2,toyota corolla,1,std,two,hardtop,rwd,1,98.4,176.2,65.6,52,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9639,9.173572648,4.983606622,2.2300144,8.476371197
170,2,toyota starlet,1,std,two,hatchback,rwd,1,98.4,176.2,65.6,52,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9989,9.209239767,4.983606622,2.2300144,8.476371197
171,2,toyota tercel,1,std,two,hardtop,rwd,1,98.4,176.2,65.6,52,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11199,9.323579768,4.983606622,2.2300144,8.476371197
172,2,toyota corolla,1,std,two,hatchback,rwd,1,98.4,176.2,65.6,52,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11549,9.354354132,4.983606622,2.2300144,8.476371197
173,2,toyota cressida,1,std,two,convertible,rwd,1,98.4,176.2,65.6,53,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,17669,9.779566971,4.983606622,2.2300144,8.476371197
174,-1,toyota corolla,1,std,four,sedan,fwd,1,102.4,175.6,66.5,54.9,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,29,34,8948,9.099185323,4.804021045,2.163323026,8.342839804
175,-1,toyota celica gt,0,turbo,four,sedan,fwd,1,102.4,175.6,66.5,54.9,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500,30,33,10698,9.277812087,4.700480366,3.113515309,8.411832676
176,-1,toyota corona,1,std,four,hatchback,fwd,1,102.4,175.6,66.5,53.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,9988,9.209139651,4.804021045,2.163323026,8.342839804
177,-1,toyota corolla,1,std,four,sedan,fwd,1,102.4,175.6,66.5,54.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,10898,9.296334565,4.804021045,2.163323026,8.342839804
178,-1,toyota mark ii,1,std,four,hatchback,fwd,1,102.4,175.6,66.5,53.9,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,11248,9.327945614,4.804021045,2.163323026,8.342839804
179,3,toyota corolla liftback,1,std,two,hatchback,rwd,1,102.9,183.5,67.7,52,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,20,24,16558,9.714624648,5.141663557,2.2300144,8.556413905
180,3,toyota corona,1,std,two,hatchback,rwd,1,102.9,183.5,67.7,52,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,19,24,15998,9.680218993,5.141663557,2.2300144,8.556413905
181,-1,toyota starlet,1,std,four,sedan,rwd,1,104.5,187.8,66.5,54.1,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200,20,24,15690,9.660778846,5.141663557,2.219203484,8.556413905
182,-1,toyouta tercel,1,std,four,wagon,rwd,1,104.5,187.8,66.5,54.1,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156,5200,19,24,15750,9.664595644,5.081404365,2.219203484,8.556413905
183,2,vokswagen rabbit,0,std,two,sedan,fwd,1,97.3,171.7,65.5,55.7,2261,ohc,four,97,idi,3.01,3.4,23,52,4800,37,46,7775,8.958668737,4.574710979,3.135494216,8.476371197
184,2,volkswagen 1131 deluxe sedan,1,std,two,sedan,fwd,1,97.3,171.7,65.5,55.7,2209,ohc,four,109,mpfi,3.19,3.4,9,85,5250,27,34,7975,8.984066928,4.691347882,2.197224577,8.565983356
185,2,volkswagen model 111,0,std,four,sedan,fwd,1,97.3,171.7,65.5,55.7,2264,ohc,four,97,idi,3.01,3.4,23,52,4800,37,46,7995,8.986571625,4.574710979,3.135494216,8.476371197
186,2,volkswagen type 3,1,std,four,sedan,fwd,1,97.3,171.7,65.5,55.7,2212,ohc,four,109,mpfi,3.19,3.4,9,85,5250,27,34,8195,9.011279491,4.691347882,2.197224577,8.565983356
187,2,volkswagen 411 (sw),1,std,four,sedan,fwd,1,97.3,171.7,65.5,55.7,2275,ohc,four,109,mpfi,3.19,3.4,9,85,5250,27,34,8495,9.047233034,4.691347882,2.197224577,8.565983356
188,2,volkswagen super beetle,0,turbo,four,sedan,fwd,1,97.3,171.7,65.5,55.7,2319,ohc,four,97,idi,3.01,3.4,23,68,4500,37,42,9495,9.158520623,4.574710979,3.135494216,8.411832676
189,2,volkswagen dasher,1,std,four,sedan,fwd,1,97.3,171.7,65.5,55.7,2300,ohc,four,109,mpfi,3.19,3.4,10,100,5500,26,32,9995,9.209840247,4.691347882,2.302585093,8.612503371
190,3,vw dasher,1,std,two,convertible,fwd,1,94.5,159.3,64.2,55.6,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,29,11595,9.35832925,4.691347882,2.140066163,8.612503371
191,3,vw rabbit,1,std,two,hatchback,fwd,1,94.5,165.7,64,51.4,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,29,9980,9.208338369,4.691347882,2.140066163,8.612503371
192,0,volkswagen rabbit,1,std,four,sedan,fwd,1,100.4,180.2,66.9,55.1,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500,19,24,13295,9.495143304,4.912654886,2.140066163,8.612503371
193,0,volkswagen rabbit custom,0,turbo,four,sedan,fwd,1,100.4,180.2,66.9,55.1,2579,ohc,four,97,idi,3.01,3.4,23,68,4500,33,38,13845,9.535679436,4.574710979,3.135494216,8.411832676
194,0,volkswagen dasher,1,std,four,wagon,fwd,1,100.4,183.1,66.9,55.1,2563,ohc,four,109,mpfi,3.19,3.4,9,88,5500,25,31,12290,9.416541203,4.691347882,2.197224577,8.612503371
195,-2,volvo 145e (sw),1,std,four,sedan,rwd,1,104.3,188.8,67.2,56.2,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,12940,9.468078568,4.94875989,2.251291799,8.594154233
196,-1,volvo 144ea,1,std,four,wagon,rwd,1,104.3,188.8,67.2,57.5,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,13415,9.504128763,4.94875989,2.251291799,8.594154233
197,-2,volvo 244dl,1,std,four,sedan,rwd,1,104.3,188.8,67.2,56.2,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,28,15985,9.679406061,4.94875989,2.251291799,8.594154233
198,-1,volvo 245,1,std,four,wagon,rwd,1,104.3,188.8,67.2,57.5,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,28,16515,9.712024338,4.94875989,2.251291799,8.594154233
199,-2,volvo 264gl,1,turbo,four,sedan,rwd,1,104.3,188.8,67.2,56.2,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,18420,9.82119231,4.86753445,2.014903021,8.536995819
200,-1,volvo diesel,1,turbo,four,wagon,rwd,1,104.3,188.8,67.2,57.5,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,18950,9.849559211,4.86753445,2.014903021,8.536995819
201,-1,volvo 145e (sw),1,std,four,sedan,rwd,1,109.1,188.8,68.9,55.5,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,16845,9.731809156,4.94875989,2.251291799,8.594154233
202,-1,volvo 144ea,1,turbo,four,sedan,rwd,1,109.1,188.8,68.8,55.5,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300,19,25,19045,9.854559879,4.94875989,2.163323026,8.5754621
203,-1,volvo 244dl,1,std,four,sedan,rwd,1,109.1,188.8,68.9,55.5,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500,18,23,21485,9.975110296,5.153291594,2.174751721,8.612503371
204,-1,volvo 246,0,turbo,four,sedan,rwd,1,109.1,188.8,68.9,55.5,3217,ohc,six,145,idi,3.01,3.4,23,106,4800,26,27,22470,10.01993637,4.976733742,3.135494216,8.476371197
205,-1,volvo 264gl,1,turbo,four,sedan,rwd,1,109.1,188.8,68.9,55.5,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,19,25,22625,10.02681077,4.94875989,2.251291799,8.594154233
